start_time,end_time,person_line3,bicycle_line3,car_line3,car_line2,car_line2_stop,person_line3_stop,person_line1,car_line1,bus_line3,truck_line3,bus_line3_stop,motorcycle_line3,backpack_line1,train_line2,bus_line2,car_line1_stop,bus_line2_stop,backpack_line3,train_line2_stop,train_line3_stop,train_line3,bicycle_line3_stop,person_line2_stop,cell phone_line1,chair_line3,car_line3_stop,suitcase_line3,truck_line2,truck_line2_stop,person_line2,Time,history_temperature,history_wind_speed,history_humidity,BC,BC post,is_simulated
2024-11-04 19:00:00,2024-11-04 19:00:15,45.0,1.0,3.0,0.0,0.0,10.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2024-11-04 19:00:15,15.3,15.5,68,632.0,641.0,1
2024-11-04 19:00:15,2024-11-04 19:00:30,40.0,0.0,3.0,3.0,0.0,7.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-11-04 19:00:30,15.3,15.5,68,685.9623733719247,641.0,1
2024-11-04 19:00:30,2024-11-04 19:00:45,21.0,0.0,2.0,1.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-11-04 19:00:45,15.3,15.5,68,714.3977191732004,641.0,1
2024-11-04 19:00:45,2024-11-04 19:01:00,14.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-11-04 19:01:00,15.3,15.5,68,632.0,641.0,1
2024-11-04 19:01:00,2024-11-04 19:01:15,23.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-11-04 19:01:15,15.3,15.5,68,632.0,761.0,1
2024-11-04 19:01:15,2024-11-04 19:01:30,21.0,0.0,4.0,2.0,0.0,6.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2024-11-04 19:01:30,15.3,15.5,68,876.7258382642998,761.0,1
2024-11-04 19:01:30,2024-11-04 19:01:45,15.0,1.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2024-11-04 19:01:45,15.3,15.5,68,651.2670565302144,761.0,1
2024-11-04 19:01:45,2024-11-04 19:02:00,19.0,0.0,7.0,1.0,0.0,5.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-11-04 19:02:00,15.3,15.5,68,889.0,761.0,1
2024-11-04 19:02:00,2024-11-04 19:02:15,20.0,0.0,1.0,1.0,0.0,8.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-11-04 19:02:15,15.3,15.5,68,944.0,846.0,1
2024-11-04 19:02:15,2024-11-04 19:02:30,12.0,1.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-11-04 19:02:30,15.3,15.5,68,787.1900826446281,846.0,1
